"Função heurística: div(cost,mul(area,pow(degree,2)))",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@primal_update_flow,0,0,0,0,0,0,0,0,0,0,0
function@set_static_vars,0,0,0,0,0,0,0,0,0,0,0
function@bea_is_dual_infeasible,0,0,0,0,0,1,0,0,0,0,0.235294
function@cost_compare,0,0,0,0,0,0,0,0,0,0,0
function@primal_bea_mpp,0,0,0,0,0,12,0,0,0,0,47.2857
function@refreshArcPointers,0,0,0,0,0,7,0,0,0,0,28.4167
function@refreshPositions,0,0,0,0,0,10,0,0,0,0,43
function@marc_arcs,0,0,0,0,0,4,0,0,0,0,1.88095
function@arc_compare,0,0,0,0,0,0,0,0,0,0,0
function@resize_prob,0,0,0,0,0,4,0,0,0,0,2.64
function@insert_new_arc,0,0,0,0,0,1,0,0,0,0,10.4167
function@replace_weaker_arc,0,0,0,0,0,2,0,0,0,0,15.9375
function@calculate_max_redcost,0,0,0,0,0,2,0,0,0,0,11.25
function@switch_arcs,0,0,0,0,0,6,0,0,0,0,1538.05
function@price_out_impl,52,0,0,34,0,72,33.9801,0,14.3046,0,122.57
function@suspend_impl,0,0,0,0,0,21,0,0,0,0,40.443
function@global_opt,0,0,0,0,0,15,0,0,0,0,330.844
function@main,0,0,0,0,0,11,0,0,0,0,4.57031
function@read_min,5,0,0,3,0,39,3.15551,0,1.20409,0,19.914
function@primal_start_artificial,0,0,0,0,0,3,0,0,0,0,22.5833
function@update_tree,0,0,0,0,0,9,0,0,0,0,110.677
function@refresh_neighbour_lists,0,0,0,0,0,6,0,0,0,0,58.4375
function@flow_cost,0,0,0,0,0,6,0,0,0,0,2.96
function@getArcPosition,0,0,0,0,0,0,0,0,0,0,0
function@getOriginalArcPosition,0,0,0,0,0,1,0,0,0,0,1
function@flow_org_cost,0,0,0,0,0,8,0,0,0,0,4.28
function@primal_feasible,0,0,0,0,0,8,0,0,0,0,10.3191
function@dual_feasible,0,0,0,0,0,3,0,0,0,0,1.97688
function@getfree,0,0,0,0,0,1,0,0,0,0,1
function@spec_qsort,355,0,0,104,0,249,1125.92,0,58.1019,0,1071.7
function@markBaskets,0,0,0,0,0,3,0,0,0,0,100.548
function@worker,0,0,0,0,0,22,0,0,0,0,131.5
function@master,3,0,0,3,0,12,12.5774,0,3,0,29.623
function@primal_net_simplex,0,0,0,0,0,5,0,0,0,0,5
function@write_circulations,0,0,0,0,0,14,0,0,0,0,7.93211
function@write_objective_value,0,0,0,0,0,6,0,0,0,0,4.47619
function@primal_iminus,0,0,0,0,0,7,0,0,0,0,11.4286
