"Função heurística: div(cost,mul(area,pow(degree,2)))",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@flux_,510,0,0,162,0,43,509258,0,18101.3,0,9814.11
function@_QQmain,0,0,0,0,0,146,0,0,0,0,142
function@jacobian_,98,0,0,40,0,10,607216,0,111033,0,1497.92
function@fill1_,0,0,0,0,0,12,0,0,0,0,991.7
function@shell_,595,0,0,246,0,122,8.63737e+06,0,2.00773e+06,0,6.63196e+06
function@bi_cgstab_block_,223,0,0,72,0,142,2.21346e+06,0,827.838,0,1.13651e+06
function@mat_times_vec_,122,0,0,67,0,11,137864,0,15084.4,0,424534
function@fill2_,0,0,0,0,0,6,0,0,0,0,55.5
