"Função heurística: original",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@flux_,1486,117,0,320,562,263,1.93203e+06,101999,322797,506262,192134
function@_QQmain,0,2,0,2,0,28,0,2,2,0,26
function@jacobian_,161,14,0,84,51,29,1.20589e+06,50874.3,256053,311317,101113
function@fill1_,23,13,0,27,3,19,19058.2,5860.6,5915.05,8.95,7185.25
function@shell_,603,169,0,333,127,377,1.47143e+10,1.21906e+09,1.24235e+09,2.67081e+09,9.32263e+09
function@bi_cgstab_block_,245,116,0,162,37,172,7.16614e+07,1.50839e+07,9.27693e+06,1.27137e+07,2.3577e+07
function@mat_times_vec_,38,14,0,41,8,23,4.22276e+07,1.2974e+07,1.03966e+07,200264,3.87336e+06
function@fill2_,21,10,0,22,3,13,4307.6,1406.35,1854.35,13.75,1809.55
