"Função heurística: original",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@ClearMagickWand,0,0,0,0,0,4,0,0,0,0,4
function@CloneMagickWand,0,0,0,0,0,8,0,0,0,0,7.62499
function@DestroyMagickWand,0,0,0,0,0,3,0,0,0,0,3
function@IsMagickWand,0,0,0,0,0,2,0,0,0,0,0.68
function@MagickClearException,0,0,0,0,0,1,0,0,0,0,1
function@MagickGetException,0,0,0,0,0,10,0,0,0,0,6.29412
function@MagickGetExceptionType,0,0,0,0,0,1,0,0,0,0,1
function@MagickGetIteratorIndex,0,0,0,0,0,1,0,0,0,0,1
function@MagickQueryConfigureOption,0,0,0,0,0,10,0,0,0,0,8.625
function@MagickQueryConfigureOptions,0,0,0,0,0,9,0,0,0,0,9
function@MagickQueryFontMetrics,0,0,0,0,0,17,0,0,0,0,7.46826
function@MagickQueryMultilineFontMetrics,0,0,0,0,0,17,0,0,0,0,7.46826
function@MagickQueryFonts,0,0,0,0,0,9,0,0,0,0,9
function@MagickQueryFormats,0,0,0,0,0,9,0,0,0,0,9
function@MagickRelinquishMemory,0,0,0,0,0,2,0,0,0,0,2
function@MagickResetIterator,0,0,0,0,0,1,0,0,0,0,1
function@MagickSetFirstIterator,0,0,0,0,0,1,0,0,0,0,1
function@MagickSetIteratorIndex,0,0,0,0,0,6,0,0,0,0,4.20588
function@MagickSetLastIterator,0,0,0,0,0,1,0,0,0,0,1
function@MagickWandGenesis,0,0,0,0,0,0,0,0,0,0,0
function@NewMagickWand,0,0,0,0,0,8,0,0,0,0,5.62499
function@NewMagickWandFromImage,0,0,0,0,0,5,0,0,0,0,5
function@ConvertImageCommand,879,0,0,14,0,3250,0.499692,0,0.389609,0,20.9686
function@ConvertUsage,0,0,0,0,0,135,0,0,0,0,165.875
function@MagickCommandGenesis,27,0,0,5,0,117,5.63276,0,3,0,91.8468
function@StringToInteger,0,0,0,0,0,0,0,0,0,0,0
function@MogrifyImage,123,0,0,33,0,844,3.95844,0,8.05554,0,68.7967
function@MogrifyImageInfo,52,0,0,15,0,317,0.841764,0,6.46875,0,39.6385
function@GetImageCache,0,0,0,0,0,19,0,0,0,0,12.2344
function@MonitorProgress,0,0,0,0,0,8,0,0,0,0,4.5
function@SparseColorOption,13,0,0,5,0,68,0.168229,0,4.02901,0,12.1359
function@MogrifyImageCommand,667,0,0,15,0,3771,2.54262,0,2.84805,0,31.2243
function@MogrifyUsage,0,0,0,0,0,41,0,0,0,0,102.75
function@MogrifyImages,1,0,0,1,0,35,0.244141,0,0.244141,0,46.4378
function@MogrifyImageList,58,0,0,12,0,301,5.98271,0,1.86535,0,35.2007
function@GetImageFromMagickWand,0,0,0,0,0,2,0,0,0,0,2
function@MagickAdaptiveBlurImage,0,0,0,0,0,10,0,0,0,0,6.14706
function@MagickAdaptiveBlurImageChannel,0,0,0,0,0,12,0,0,0,0,7.76471
function@MagickAdaptiveResizeImage,0,0,0,0,0,9,0,0,0,0,5.79412
function@MagickAdaptiveSharpenImage,0,0,0,0,0,10,0,0,0,0,6.14706
function@MagickAdaptiveSharpenImageChannel,0,0,0,0,0,12,0,0,0,0,7.76471
function@MagickAdaptiveThresholdImage,0,0,0,0,0,11,0,0,0,0,7.41177
