"Função heurística: original",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@_QMutility_modPnrng,44,16,0,32,3,7,32.8452,11.8782,22.467,2.40018,7.98352
function@_QMutility_modPurng,0,0,0,0,0,6,0,0,0,0,18.8889
function@obs_initial_,0,0,0,0,0,0,0,0,0,0,0
function@checkadj_,0,0,0,0,0,78,0,0,0,0,62
function@def_diags_,0,0,0,0,0,0,0,0,0,0,0
function@_QManalytical_modPana_btflux,1,0,0,1,0,4,1,0,1,0,4
function@_QManalytical_modPana_btflux_tile,7,4,0,1,10,18,12.681,0.453988,1,0.957055,420.552
function@_QManalytical_modPana_cloud,0,0,0,0,0,6,0,0,0,0,6
function@_QManalytical_modPana_cloud_tile,17,7,0,17,1,18,759.375,237.65,360.4,6.375,244.25
function@_QManalytical_modPana_grid,3,0,0,1,0,8,2.75,0,1,0,8
function@_QManalytical_modPana_grid_tile,571,306,0,267,132,128,11370.8,11179.4,1674.28,409.175,8407.3
function@_QManalytical_modPana_humid,0,0,0,0,0,6,0,0,0,0,6
function@_QManalytical_modPana_humid_tile,17,7,0,17,1,18,759.375,237.65,360.4,6.375,244.25
function@_QManalytical_modPana_initial,108,1,0,23,0,2,55.5,0.75,12.5,0,1.5
function@_QManalytical_modPana_nlminitial_tile,121,88,0,85,20,56,72782.6,50102.4,50894.9,649.55,13763.1
function@_QManalytical_modPana_pair,0,0,0,0,0,6,0,0,0,0,6
function@_QManalytical_modPana_pair_tile,17,7,0,17,1,18,759.375,237.65,360.4,6.375,244.25
function@_QManalytical_modPana_rain,0,0,0,0,0,6,0,0,0,0,6
function@_QManalytical_modPana_rain_tile,15,4,0,14,1,18,746.625,223.9,346.65,6.375,244.25
function@_QManalytical_modPana_srflux,0,0,0,0,0,7,0,0,0,0,7
function@_QManalytical_modPana_srflux_tile,225,73,0,160,16,20,9082.6,5819.75,6402.42,32.525,1554.35
function@_QManalytical_modPana_stflux,1,0,0,1,0,6,1,0,1,0,6
function@_QManalytical_modPana_stflux_tile,20,5,0,6,10,10,32.2086,1.45399,6,0.957055,406.025
function@_QManalytical_modPana_tair,0,0,0,0,0,6,0,0,0,0,6
function@_QManalytical_modPana_tair_tile,17,7,0,17,1,18,759.375,237.65,360.4,6.375,244.25
function@_QManalytical_modPana_winds,0,0,0,0,0,7,0,0,0,0,7
function@_QManalytical_modPana_winds_tile,83,26,0,52,10,22,2610.27,1745.25,800.325,20.95,1643.68
function@_QMbc_bry3d_modPbc_r3d_bry_tile,7,46,0,3,0,29,3.4902,51.9608,3,0,45.5882
function@_QMbc_bry3d_modPbc_u3d_bry_tile,16,48,0,5,0,30,6.57843,47.2745,4.07843,0,46.5882
function@_QMbc_bry3d_modPbc_v3d_bry_tile,7,52,0,4,0,34,3.4902,49.2745,4,0,46.8823
function@get_data_,0,0,0,0,0,5,0,0,0,0,5
function@_QMstep3d_t_modPstep3d_t,61,1,0,29,0,15,61,1,29,0,15
function@_QMstep3d_t_modPstep3d_t_tile,1100,597,0,405,135,174,1.85536e+07,6.23142e+06,3.51198e+06,1.3138e+06,3.65072e+06
function@_QMmod_netcdfPnetcdf_get_dim,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_check_dim,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_check_var,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_inq_var,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_inq_varid,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_get_fatt,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_get_fvar_0d,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_get_fvar_1d,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_get_fvar_2d,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_get_fvar_3d,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_get_fvar_4d,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_get_ivar_0d,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_get_ivar_1d,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_get_ivar_2d,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_get_svar_0d,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_get_svar_1d,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_put_fvar_0d,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_put_fvar_1d,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_put_fvar_2d,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_put_fvar_3d,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_put_fvar_4d,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_put_ivar_0d,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_put_ivar_1d,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_put_ivar_2d,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_put_lvar_0d,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_put_lvar_1d,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_put_lvar_2d,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_put_svar_0d,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_put_svar_1d,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_close,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_create,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_enddef,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_open,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_openid,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_redef,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_netcdfPnetcdf_sync,0,0,0,0,0,0,0,0,0,0,0
function@nf90_get_var_,0,0,0,0,0,0,0,0,0,0,0
function@nf90_put_var_,0,0,0,0,0,0,0,0,0,0,0
function@nf90_def_var_,0,0,0,0,0,0,0,0,0,0,0
function@nf90_put_att_,0,0,0,0,0,0,0,0,0,0,0
function@nf90_get_dim_,0,0,0,0,0,0,0,0,0,0,0
function@nf90_def_dim_,0,0,0,0,0,0,0,0,0,0,0
function@nf90_strerror_,0,0,0,0,0,0,0,0,0,0,0
function@_QMlmd_skpp_modPlmd_skpp,44,0,0,43,0,11,44,0,43,0,11
function@_QMlmd_skpp_modPlmd_skpp_tile,2190,987,0,1032,224,239,957139,477750,290634,63786.5,145839
function@get_grid_,0,0,0,0,0,0,0,0,0,0,0
function@wrt_gst_,0,0,0,0,0,0,0,0,0,0,0
function@_QMnf_fread4d_modPnf_fread4d,63,45,0,57,19,17,48807.5,3215.54,31935.9,11.2439,2057.16
function@grid_coords_,0,0,0,0,0,0,0,0,0,0,0
function@wclock_on_,0,0,0,0,0,2,0,0,0,0,2
function@wclock_off_,0,2,0,2,0,3,0,1.09524,1.09524,0,2.71429
function@rep_matrix_,0,0,0,0,0,0,0,0,0,0,0
function@mod_arrays_,0,1,0,1,2,34,0,21.25,0.666667,21.9167,207.917
function@def_error_,0,0,0,0,0,0,0,0,0,0,0
function@def_norm_,0,0,0,0,0,0,0,0,0,0,0
function@def_gst_,0,0,0,0,0,0,0,0,0,0,0
function@_QMinterpolate_modPlinterp2d,7,9,0,12,5,7,684.5,703,689.5,429,644
function@_QMinterpolate_modPcinterp2d,111,86,0,81,6,46,22448.3,17502.8,13924.1,429.667,9388.67
function@_QMinterpolate_modPhindices,99,56,0,88,7,26,10535.9,9250.12,3582.29,533.059,7259.41
function@_QMinterpolate_modPtry_range,187,90,0,75,28,25,359.889,192.946,110.702,8.58974,97.1319
function@_QMinterpolate_modPinside,17,4,0,7,2,15,265.36,60.9767,58.7674,24.0698,164.733
function@_QMbc_3d_modPbc_r3d_tile,70,28,0,43,9,21,974.963,679.889,513.728,19.7901,228.84
function@_QMbc_3d_modPbc_u3d_tile,37,20,0,22,4,7,644.086,421.025,424.716,0.395062,206.556
function@_QMbc_3d_modPbc_v3d_tile,39,11,0,29,6,23,528.679,297.593,287.136,138.198,236.84
function@_QMbc_3d_modPbc_w3d_tile,70,28,0,43,9,21,974.963,679.889,513.728,19.7901,228.84
function@stats_modobs_,0,0,0,0,0,0,0,0,0,0,0
function@wrt_hessian_,0,0,0,0,0,0,0,0,0,0,0
function@wrt_his_,165,55,0,70,17,230,32.0323,6.21281,4.59805,0.245372,13.2059
function@_QMmod_couplingPallocate_coupling,105,4,0,20,3,18,104.5,4,20,3,17
function@_QMmod_couplingPinitialize_coupling,0,0,0,0,0,25,0,0,0,0,3708.58
function@_QMnf_fwrite2d_bry_modPnf_fwrite2d_bry,49,29,0,26,19,27,5452.95,4780.33,3436.43,720.667,2495.76
function@_QMwhite_noise_modPwhite_noise1d,18,0,0,4,1,54,13.9072,0,4,1,66.5432
function@_QMwhite_noise_modPwhite_noise2d,22,23,0,17,14,34,47.2787,106.492,51.418,85.6967,427.328
function@_QMwhite_noise_modPwhite_noise2d_bry,26,4,0,12,2,49,79.82,4,31.6417,2,68.5643
function@_QMwhite_noise_modPwhite_noise3d,23,29,0,24,8,35,2107.79,1141.3,248.926,252.287,8035.3
function@_QMwhite_noise_modPwhite_noise3d_bry,30,29,0,29,7,42,1153.96,80.1579,405,7.48684,416.289
function@get_ngfld_,181,35,0,63,11,154,80.9058,7.09358,36.773,5.80327,91.2358
function@regrid_,69,39,0,26,25,21,104.586,32.0391,14.125,10.5,29.1094
function@_QMv3dbc_modPv3dbc,4,0,0,4,0,2,4,0,4,0,2
function@_QMv3dbc_modPv3dbc_tile,9,12,0,8,4,17,15.5185,406.321,5.92593,0.395062,434.679
function@_QMstate_dotprod_modPstate_dotprod,109,79,0,89,14,35,553239,28674.4,360554,178308,92799.8
function@my_abort_,0,0,0,0,0,0,0,0,0,0,0
function@get_bounds_,0,0,0,0,0,0,0,0,0,0,0
function@get_domain_,0,0,0,0,0,1,0,0,0,0,1
function@get_iobounds_,0,0,0,0,0,0,0,0,0,0,0
function@get_tile_,18,5,0,9,0,9,11.1905,3.47619,7.09524,0,6.71429
function@tile_bounds_1d_,0,0,0,0,0,6,0,0,0,0,4.5
function@tile_bounds_2d_,0,0,0,0,0,11,0,0,0,0,11
function@var_bounds_,0,0,0,0,0,0,0,0,0,0,0
function@_QMset_massflux_modPset_massflux,20,0,0,20,0,12,20,0,20,0,12
function@_QMset_massflux_modPset_massflux_tile,61,65,0,59,6,19,3237.48,52914.5,936.905,382.714,41272
function@_QMzetabc_modPzetabc,1,0,0,1,0,2,1,0,1,0,2
function@_QMzetabc_modPzetabc_tile,8,18,0,8,4,12,20.9412,32.1961,4.78431,10.3137,24.6274
function@_QMbc_2d_modPbc_r2d_tile,41,26,0,22,13,31,46.9267,33.511,18.9242,6.83374,29.6528
function@_QMbc_2d_modPbc_u2d_tile,32,21,0,16,4,23,51.5294,38.6863,19.4314,10.3137,31.6275
function@_QMbc_2d_modPbc_v2d_tile,23,16,0,11,10,26,18.7311,22.5892,6.76284,7.01467,24.5037
function@_QMnf_fread2d_modPnf_fread2d,258,93,0,155,7,30,25.1566,50.7725,21.6021,3.37249,41.2264
function@def_mod_,0,0,0,0,0,0,0,0,0,0,0
function@def_ini_,0,0,0,0,0,0,0,0,0,0,0
function@_QMv2dbc_modPv2dbc,1,0,0,1,0,2,1,0,1,0,2
function@_QMv2dbc_modPv2dbc_tile,2,6,0,2,6,10,0.470588,10.6275,2,10.7843,24.3137
function@_QMrhs3d_modPrhs3d,73,0,0,73,0,24,73,0,73,0,24
function@_QMrhs3d_modPrhs3d_tile,2043,1157,0,826,286,314,945598,738122,255177,96241.9,315742
function@def_rst_,0,0,0,0,0,3,0,0,0,0,3
function@_QMmod_paramPinitialize_param,0,0,0,0,0,0,0,0,0,0,0
function@get_ngfldr_,0,0,0,0,0,0,0,0,0,0,0
function@_QMset_2dfld_modPset_2dfld_tile,151,52,0,65,19,48,604.102,119.667,317.978,51.0034,259.921
function@_QMrho_eos_modPrho_eos,34,0,0,34,0,16,34,0,34,0,16
function@_QMrho_eos_modPrho_eos_tile,922,460,0,533,65,243,1.16602e+06,520688,834663,14316.2,388037
function@_QMstiffness_modPstiffness,2,0,0,2,0,2,2,0,2,0,2
function@_QMstiffness_modPstiffness_tile,130,68,0,70,20,66,43799.1,3513.23,17167.6,24321.4,38242.7
function@get_idata_,0,0,0,0,0,0,0,0,0,0,0
function@_QMprsgrd_modPprsgrd,28,1,0,24,0,6,28,1,24,0,6
function@_QMprsgrd_modPprsgrd_tile,627,412,0,328,90,189,731014,361098,201760,47403.8,405547
function@def_avg_,0,0,0,0,0,0,0,0,0,0,0
function@_QMu2dbc_modPu2dbc,1,0,0,1,0,2,1,0,1,0,2
function@_QMu2dbc_modPu2dbc_tile,8,18,0,8,4,12,20.9412,32.1961,4.78431,10.3137,24.6274
function@def_info_,435,139,0,41,1,303,59.2496,28.3672,40.4887,2.92969,41.8799
function@_QMstate_scale_modPstate_scale,62,52,0,48,4,28,15921.2,18954.5,1076.07,2.425,230311
function@wrt_diags_,0,0,0,0,0,0,0,0,0,0,0
function@_QMmod_ncparamPinitialize_ncparam,204,10,0,20,169,549,1172.92,201.616,427.626,24.7655,3218.38
function@_QMmod_scalarsPinitialize_scalars,58,5,0,14,1,19,52.4118,4,14,1,14.3529
function@obs_cost_,0,0,0,0,0,0,0,0,0,0,0
function@_QMnf_fread2d_bry_modPnf_fread2d_bry,33,39,0,34,5,19,528.073,2384.58,38.734,201.771,1157.19
function@_QMstate_addition_modPstate_addition,85,69,0,71,7,40,26773.7,39304.7,4825.35,3280.03,347240
function@wrt_tides_,0,0,0,0,0,0,0,0,0,0,0
function@wrt_rst_,83,4,0,27,4,107,8.68669,0.538932,3.69453,0.538825,3.01726
function@_QMomega_modPomega,24,0,0,12,0,13,24,0,12,0,13
function@_QMomega_modPomega_tile,164,102,0,68,25,40,64194.3,41008.5,24543.8,8825.17,28245
function@_QMomega_modPscale_omega,49,33,0,39,14,20,26129.2,10156.6,12289.7,4169.38,9267.38
function@wrt_impulse_,0,0,0,0,0,0,0,0,0,0,0
function@_QMextract_sta_modPextract_sta2d,52,40,0,35,12,40,70.9804,55.0686,35,21.3137,47.0392
function@_QMextract_sta_modPextract_sta3d,430,290,0,245,47,158,543.981,264.371,173.751,37.2535,124.507
function@get_gst_,0,0,0,0,0,0,0,0,0,0,0
function@checkerror_,4,0,0,3,0,29,2.95238,0,3,0,17.381
function@output_,4,0,0,2,1,14,0.490798,0,0.319018,0.122699,4.27607
function@_QMexchange_3d_modPexchange_p3d_tile,17,33,0,14,4,10,330.889,1431.93,213.63,0.395062,412.642
function@_QMexchange_3d_modPexchange_r3d_tile,17,33,0,14,4,10,330.889,1431.93,213.63,0.395062,412.642
function@_QMexchange_3d_modPexchange_u3d_tile,17,33,0,14,4,10,330.889,1431.93,213.63,0.395062,412.642
function@_QMexchange_3d_modPexchange_v3d_tile,17,33,0,14,4,10,330.889,1431.93,213.63,0.395062,412.642
function@_QMexchange_3d_modPexchange_w3d_tile,17,33,0,14,4,10,330.889,1431.93,213.63,0.395062,412.642
function@def_floats_,0,0,0,0,0,0,0,0,0,0,0
function@get_date_,0,0,0,0,0,6,0,0,0,0,5.2381
function@day_code_,0,0,0,0,0,10,0,0,0,0,8.96
function@caldate_,53,2,0,37,0,10,13.0471,0.247059,9.94706,0,5.11176
function@ref_att_,18,9,0,14,0,16,18,9,14,0,16
function@time_string_,0,0,0,0,0,15,0,0,0,0,15
function@_QMset_vbc_modPset_vbc,27,0,0,27,0,12,27,0,27,0,12
