"Função heurística: div(cost,pow(degree,2))",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@set_weights_,58,16,0,37,20,85,6652.97,1661.84,947.625,1370.47,5721.12
function@_QMnf_fwrite4d_modPnf_fwrite4d,111,48,0,90,6,66,378565,259163,209353,12521.2,243507
function@_QMwvelocity_modPwvelocity,175,0,0,174,0,10,175,0,174,0,10
function@_QMwvelocity_modPwvelocity_tile,833,384,0,456,94,287,514819,314782,128522,8767.44,191496
function@_QMbulk_flux_modPbulk_flux,272,1,0,272,0,52,272,1,272,0,52
function@_QMbulk_flux_modPbulk_flux_tile,1152,174,0,315,444,306,754780,24370.2,24362,306433,86520.6
function@_QMbulk_flux_modPbulk_psiu,22,0,0,0,14,1,11,0,0,7,0.25
function@_QMbulk_flux_modPbulk_psit,15,0,0,0,10,1,7.5,0,0,5.5,0.25
function@_QMnf_fwrite3d_modPnf_fwrite3d,95,44,0,75,2,59,19014.7,12834.1,10564.6,630.135,12621.7
function@get_state_,94,17,0,105,17,71,2.89576,1.14523,1.60514,1.15025,8.99901
function@_QMutility_modPnrng,21,7,0,14,10,22,17.2427,9.38736,13.4661,6.16392,9.31136
function@_QMutility_modPurng,10,1,0,5,0,22,15.9012,3.14815,0.753086,0,63.2593
function@checkadj_,0,4,0,4,0,22,0,4,4,0,20
function@_QManalytical_modPana_btflux,18,0,0,18,0,2,18,0,18,0,2
function@_QManalytical_modPana_btflux_tile,54,30,0,51,0,69,490.957,1420.23,58.5951,0,1288.46
function@_QManalytical_modPana_cloud,12,0,0,12,0,4,12,0,12,0,4
function@_QManalytical_modPana_cloud_tile,29,11,0,27,0,35,227.8,1004.53,209.975,0,1618.53
function@_QManalytical_modPana_grid,194,0,0,194,0,59,194,0,194,0,59
function@_QManalytical_modPana_grid_tile,718,242,0,400,127,296,22154.6,17267,7994.21,910.621,13047.9
function@_QManalytical_modPana_humid,12,0,0,12,0,4,12,0,12,0,4
function@_QManalytical_modPana_humid_tile,29,11,0,27,0,35,227.8,1004.53,209.975,0,1618.53
function@_QManalytical_modPana_initial,156,0,0,156,0,4,78,0,78,0,3.5
function@_QManalytical_modPana_nlminitial_tile,242,94,0,169,8,183,82335.9,85697,30680,16386,83235.6
function@_QManalytical_modPana_pair,12,0,0,12,0,4,12,0,12,0,4
function@_QManalytical_modPana_pair_tile,29,11,0,27,0,35,227.8,1004.53,209.975,0,1618.53
function@_QManalytical_modPana_rain,12,0,0,12,0,4,12,0,12,0,4
function@_QManalytical_modPana_rain_tile,29,11,0,27,0,35,227.8,1004.53,209.975,0,1618.53
function@_QManalytical_modPana_srflux,75,0,0,75,0,15,75,0,75,0,15
function@_QManalytical_modPana_srflux_tile,226,33,0,80,81,62,11146,2573.62,593.05,4027.12,3445.33
function@_QManalytical_modPana_stflux,18,0,0,18,0,4,18,0,18,0,4
function@_QManalytical_modPana_stflux_tile,57,30,0,54,0,70,493.957,1420.23,61.5951,0,1288.77
function@_QManalytical_modPana_tair,12,0,0,12,0,4,12,0,12,0,4
function@_QManalytical_modPana_tair_tile,29,11,0,27,0,35,227.8,1004.53,209.975,0,1618.53
function@_QManalytical_modPana_winds,38,0,0,38,0,8,38,0,38,0,8
function@_QManalytical_modPana_winds_tile,75,31,0,52,13,46,2629.05,2813.43,864.375,333.15,1782.28
function@_QMbc_bry3d_modPbc_r3d_bry_tile,73,83,0,87,0,164,88.4215,171.794,58.2451,0,151.49
function@_QMbc_bry3d_modPbc_u3d_bry_tile,84,97,0,101,0,170,99.049,197.069,74.7451,0,162.578
function@_QMbc_bry3d_modPbc_v3d_bry_tile,86,95,0,104,0,168,104.471,192.069,77.098,0,162.392
function@get_data_,0,0,0,0,0,0,0,0,0,0,0
function@_QMstep3d_t_modPstep3d_t,159,0,0,158,0,9,159,0,158,0,9
function@_QMstep3d_t_modPstep3d_t_tile,1422,746,0,872,152,706,2.05119e+07,1.43235e+07,6.73354e+06,1.16455e+06,9.84626e+06
function@_QMlmd_skpp_modPlmd_skpp,362,0,0,360,0,37,362,0,360,0,37
function@_QMlmd_skpp_modPlmd_skpp_tile,2465,1034,0,1257,330,946,1.04586e+06,544492,225788,106640,363616
function@_QMnf_fread4d_modPnf_fread4d,118,43,0,89,22,66,111747,119595,66240.3,19594.8,87730.2
function@wclock_on_,0,0,0,0,0,1,0,0,0,0,12.1429
function@wclock_off_,2,0,0,0,2,1,1.09524,0,0,1.09524,0.714286
function@mod_arrays_,0,2,0,2,0,6,0,42.5,42.5,0,45.1667
function@_QMinterpolate_modPlinterp2d,5,8,0,12,1,20,652.25,1624.75,659.25,19.9375,2525.31
function@_QMinterpolate_modPcinterp2d,170,19,0,22,92,35,33652.2,3824.75,2659.25,18219.9,4925.31
function@_QMinterpolate_modPhindices,76,19,0,36,26,42,11375.8,1880.82,3502.29,815.971,8968.76
function@_QMinterpolate_modPtry_range,216,105,0,112,17,125,473.687,506.329,234.291,3.80342,327.358
function@_QMinterpolate_modPinside,23,3,0,10,8,22,295.465,6.84884,17.2093,66.5116,379.209
function@_QMbc_3d_modPbc_r3d_tile,112,54,0,90,2,82,622.531,1661.96,461.074,50.5432,1343.44
function@_QMbc_3d_modPbc_u3d_tile,72,39,0,70,0,67,1112.93,1570.17,484.395,0,1316.31
function@_QMbc_3d_modPbc_v3d_tile,79,33,0,68,1,61,224.531,1006.94,217.506,0.0987654,1589.59
function@_QMbc_3d_modPbc_w3d_tile,112,54,0,90,2,82,622.531,1661.96,461.074,50.5432,1343.44
function@wrt_his_,398,78,0,413,17,174,52.5672,26.964,21.9866,0.182371,28.8501
function@_QMmod_couplingPallocate_coupling,97,13,0,30,7,22,96,13,28.5,5,20.5
function@_QMmod_couplingPinitialize_coupling,22,5,0,15,0,36,2905.7,1023.88,1046.45,0,4343.43
function@_QMnf_fwrite2d_bry_modPnf_fwrite2d_bry,114,50,0,75,7,54,27257.4,23360.2,16081.1,2150.28,21406.9
function@_QMwhite_noise_modPwhite_noise1d,89,36,0,53,26,103,58.579,100.294,54.8111,11.728,139.638
function@_QMwhite_noise_modPwhite_noise2d,112,44,0,66,25,113,1948.53,1076.24,441.469,673.029,2616.05
function@_QMwhite_noise_modPwhite_noise2d_bry,101,39,0,55,24,100,74.7353,97.1344,52.3078,11.728,157.874
function@_QMwhite_noise_modPwhite_noise3d,170,73,0,129,33,162,28014.7,32589.9,13521.5,6724.98,54186.1
function@_QMwhite_noise_modPwhite_noise3d_bry,150,74,0,107,32,139,1706.3,2115.76,1075.95,274.303,3014.09
function@get_ngfld_,60,33,0,60,19,88,63.9942,29.7428,65.7706,3.46419,158.266
function@regrid_,37,45,0,34,4,47,697.828,553.781,248.836,0.375,410.016
function@_QMv3dbc_modPv3dbc,24,0,0,24,0,2,24,0,24,0,2
function@_QMv3dbc_modPv3dbc_tile,38,20,0,36,0,42,495.37,1428.94,48.8642,0,1282.3
function@_QMstate_dotprod_modPstate_dotprod,225,113,0,203,13,140,856875,1.02376e+06,386778,93.425,659406
function@get_bounds_,0,0,0,0,0,0,0,0,0,0,0
function@get_domain_,0,0,0,0,0,1,0,0,0,0,0.0705882
function@get_iobounds_,0,0,0,0,0,0,0,0,0,0,0
function@get_tile_,2,0,0,2,0,8,1.28,0,1.28,0,4.2
function@tile_bounds_1d_,0,0,0,0,0,2,0,0,0,0,0.75
function@tile_bounds_2d_,2,0,0,2,0,5,2,0,2,0,4
function@var_bounds_,0,0,0,0,0,0,0,0,0,0,0
function@_QMset_massflux_modPset_massflux,133,0,0,133,0,9,133,0,133,0,9
function@_QMset_massflux_modPset_massflux_tile,110,63,0,121,3,84,126193,139821,39129.5,134.583,86784.2
function@_QMzetabc_modPzetabc,18,0,0,18,0,2,18,0,18,0,2
function@_QMzetabc_modPzetabc_tile,30,20,0,30,1,45,50.5294,100,43.6471,0.235294,83.5294
function@_QMbc_2d_modPbc_r2d_tile,98,47,0,45,6,70,46.2372,75.8484,49.5379,1.45477,105.65
function@_QMbc_2d_modPbc_u2d_tile,41,24,0,36,0,60,76.2157,72.4118,40.4314,0,89.0588
function@_QMbc_2d_modPbc_v2d_tile,56,26,0,32,1,58,15.7726,48.5134,17.533,0.0366748,85.5453
function@_QMnf_fread2d_modPnf_fread2d,481,91,0,346,13,187,223.485,172.171,115.468,39.5952,192.969
function@_QMv2dbc_modPv2dbc,18,0,0,18,0,2,18,0,18,0,2
function@_QMv2dbc_modPv2dbc_tile,21,16,0,21,0,43,35.2745,60.6275,7.98039,0,79.7843
function@_QMrhs3d_modPrhs3d,364,0,0,362,0,33,364,0,362,0,33
function@_QMrhs3d_modPrhs3d_tile,2911,1446,0,1730,347,1101,1.78191e+06,1.09927e+06,644130,87462.1,698850
function@def_rst_,0,0,0,0,0,1,0,0,0,0,1
function@_QMmod_paramPinitialize_param,0,0,0,0,0,0,0,0,0,0,0
function@_QMset_2dfld_modPset_2dfld_tile,211,85,0,145,13,154,857.734,1274.37,394.644,39.7887,1282.32
function@_QMrho_eos_modPrho_eos,200,0,0,199,0,10,200,0,199,0,10
function@_QMrho_eos_modPrho_eos_tile,1654,315,0,352,783,402,2.53152e+06,280206,145551,1.4504e+06,382299
function@_QMstiffness_modPstiffness,50,0,0,50,0,2,50,0,50,0,2
function@_QMstiffness_modPstiffness_tile,188,55,0,121,8,179,123348,61763.8,19706.6,752.422,157256
function@_QMprsgrd_modPprsgrd,152,0,0,152,0,7,152,0,152,0,7
function@_QMprsgrd_modPprsgrd_tile,1074,491,0,616,180,470,1.21786e+06,547140,264169,273416,511906
function@_QMu2dbc_modPu2dbc,18,0,0,18,0,2,18,0,18,0,2
function@_QMu2dbc_modPu2dbc_tile,26,23,0,30,0,46,44.2941,105.314,43.6471,0,74.4902
function@def_info_,20,4,0,10,0,199,29.0627,14.2969,33.8125,0,333.978
function@_QMstate_scale_modPstate_scale,130,67,0,114,1,105,713948,1.04522e+06,482174,0.625,715920
function@_QMmod_ncparamPinitialize_ncparam,396,147,0,165,43,269,1885.64,2450.65,1808.24,67.7622,3727.13
function@_QMmod_scalarsPinitialize_scalars,53,44,0,59,8,73,185.216,451.647,166.569,5.41176,465.157
function@_QMnf_fread2d_bry_modPnf_fread2d_bry,66,51,0,65,6,64,21081.7,22738.8,10149.3,235.486,27932.7
function@_QMstate_addition_modPstate_addition,144,113,0,147,3,113,834487,1.9769e+06,489549,1.425,1.05182e+06
function@wrt_rst_,123,40,0,162,16,46,3.0689,2.78832,5.63265,0.435017,3.33607
function@_QMomega_modPomega,77,0,0,77,0,6,77,0,77,0,6
function@_QMomega_modPomega_tile,305,155,0,179,18,153,154009,123216,56651.4,990.08,84904.8
function@_QMomega_modPscale_omega,89,47,0,78,5,63,50251.1,61167.8,14556.2,630.077,39269.5
function@_QMextract_sta_modPextract_sta2d,127,64,0,67,28,89,307.971,89.7843,53.1373,104.137,208.059
function@_QMextract_sta_modPextract_sta3d,568,215,0,379,98,351,671.573,224.714,278.502,133.798,393.728
function@checkerror_,1,0,0,1,0,2,1,0,1,0,0.857143
function@output_,0,1,0,1,0,7,0,0.118321,0.118321,0,4.57252
function@_QMexchange_3d_modPexchange_p3d_tile,55,41,0,65,0,64,1311.44,3362.26,1081.86,0,1799.26
function@_QMexchange_3d_modPexchange_r3d_tile,55,41,0,65,0,64,1311.44,3362.26,1081.86,0,1799.26
function@_QMexchange_3d_modPexchange_u3d_tile,55,41,0,65,0,64,1311.44,3362.26,1081.86,0,1799.26
function@_QMexchange_3d_modPexchange_v3d_tile,55,41,0,65,0,64,1311.44,3362.26,1081.86,0,1799.26
function@_QMexchange_3d_modPexchange_w3d_tile,55,41,0,65,0,64,1311.44,3362.26,1081.86,0,1799.26
function@get_date_,0,1,0,1,0,3,0,1,1,0,3
function@day_code_,54,19,0,43,29,21,336.16,15.96,332.64,9.28,76.2
function@caldate_,10,0,0,0,7,14,2.2346,0,0,1.36364,2.01466
function@ref_att_,6,3,0,3,4,4,6,3,3,4,3
function@time_string_,0,1,0,1,0,8,0,1,1,0,8
function@_QMset_vbc_modPset_vbc,145,0,0,145,0,9,145,0,145,0,9
function@_QMset_vbc_modPset_vbc_tile,126,102,0,152,0,120,10830.7,15928.2,6291.02,0,9096.27
function@_QMset_depth_modPset_depth,84,0,0,84,0,7,84,0,84,0,7
function@_QMset_depth_modPset_depth_tile,357,143,0,204,73,173,93697.1,50418.5,22925.9,4512.91,34379.6
function@_QMstate_product_modPstate_product,337,179,0,268,34,197,1.09934e+06,1.51664e+06,509669,123944,1.15789e+06
function@_QMstrings_modPfind_string,3,0,0,3,0,2,29.7692,0,20.9231,0,19.9615
function@_QMstrings_modPlowercase,2,0,0,2,0,10,20.9375,0,20.9375,0,84.25
function@_QMstrings_modPuppercase,2,0,0,2,0,10,20.9375,0,20.9375,0,84.25
function@_QMstep3d_uv_modPstep3d_uv,334,0,0,333,0,20,334,0,333,0,20
function@_QMstep3d_uv_modPstep3d_uv_tile,2554,1249,0,1199,364,958,1.41087e+06,996805,470442,47986.3,613630
function@ludcmp_,86,45,0,57,13,80,14119.9,12849.1,9429.43,169.897,9679.53
function@_QMstate_copy_modPstate_copy,141,94,0,146,3,106,511979,1.62023e+06,271451,1.425,828898
function@ran1_s_,0,0,0,0,0,1,0,0,0,0,1
function@ran1_v_,0,0,0,0,0,1,0,0,0,0,1
function@_QMmod_parallelPinitialize_parallel,0,0,0,0,0,0,0,0,0,0,0
function@main3d_,47,2,0,48,0,174,234.133,163.302,397.52,0,3112.88
function@_QMbc_bry2d_modPbc_r2d_bry_tile,7,4,0,3,0,22,2.32812,2,2.23438,0,8.21875
function@_QMbc_bry2d_modPbc_u2d_bry_tile,10,4,0,5,0,25,3.03125,2,3.46875,0,9.6875
function@_QMbc_bry2d_modPbc_v2d_bry_tile,13,4,0,4,0,24,4.42188,2,3.23438,0,9.45312
function@_QMmod_oceanPallocate_ocean,228,16,0,71,23,51,226,16,69,18,48
function@_QMmod_oceanPinitialize_ocean,77,48,0,53,0,90,1.20375e+06,489980,376330,0,526335
