"Função heurística: original",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@main,3,0,0,2,0,1,1.66667,0,2,0,1
function@MAIN_parseCommandLine,0,0,0,0,0,1,0,0,0,0,0.499999
function@MAIN_printInfo,0,0,0,0,0,0,0,0,0,0,0
function@MAIN_initialize,0,0,0,0,0,0,0,0,0,0,0
function@MAIN_finalize,0,0,0,0,0,0,0,0,0,0,0
function@LBM_allocateGrid,0,0,0,0,0,0,0,0,0,0,0
function@LBM_freeGrid,0,0,0,0,0,0,0,0,0,0,0
function@LBM_initializeGrid,0,0,0,0,0,2,0,0,0,0,63.75
function@LBM_swapGrids,0,0,0,0,0,0,0,0,0,0,0
function@LBM_loadObstacleFile,4,1,0,5,0,6,2111.5,1023.88,2143.38,0,34880.4
function@LBM_initializeSpecialCellsForLDC,3,3,0,4,2,20,405,1137.62,436.875,42.5,66853.5
function@LBM_initializeSpecialCellsForChannel,2,1,0,3,0,9,63.75,1023.88,95.625,0,69321.9
function@LBM_performStreamCollideBGK,23,14,0,23,0,11,197.125,118.25,365.125,0,238.625
function@LBM_performStreamCollideTRT,36,59,0,69,0,17,571.5,888.625,1095.38,0,333.875
function@LBM_handleInOutFlow,11,18,0,25,0,8,350.625,573.75,796.875,0,255
function@LBM_showGridStatistics,31,8,0,30,2,8,309.125,127.5,604,16.9375,223.5
function@LBM_storeVelocityField,5,1,0,6,0,5,34880,1024,3168,0,33857
function@LBM_compareVelocityField,25,2,0,27,0,5,657473,33792,658529,0,33857
